timestamp, speed, speed_reverse, strength, strength_reverse, binsWithSignal, binsWithSignal_reverse,meanAmplitudeForPedestrians, meanAmplitudeForCars, meanAmplitudeForNoiseLevel, , dynamic_noise_level_100, car_trigger_signal_31
18435, 31.50, 46.50, -96.85, -96.77, 0, 0, -90.17, -107.11, -106.23, -86.94, -105.18
18477, 30.00, 26.75, -96.50, -98.52, 0, 0, -88.95, -107.84, -107.40, -87.14, -106.01
18520, 32.00, 10.75, -95.91, -87.32, 0, 0, -86.67, -107.78, -107.23, -87.35, -106.60
18562, 44.75, 10.50, -98.77, -77.80, 0, 0, -81.55, -105.99, -106.63, -87.54, -106.98
18606, 31.00, 10.00, -98.33, -68.02, 0, 0, -67.01, -103.43, -105.72, -87.72, -107.20
18648, 50.00, 10.50, -98.01, -43.76, 0, 0, -66.90, -100.25, -104.86, -87.89, -107.32
18691, 45.00, 10.00, -97.10, -33.55, 0, 0, -75.34, -95.34, -103.10, -88.04, -107.37
18733, 24.25, 10.00, -95.37, -33.23, 0, 0, -68.13, -95.73, -103.09, -88.19, -107.34
18776, 13.00, 10.50, -77.08, -20.58, 0, 0, -55.70, -84.42, -91.40, -88.23, -107.26
18819, 13.00, 10.00, -27.54, -30.32, 0, 0, -41.04, -52.33, -63.04, -87.97, -107.11
18861, 12.50, 23.00, -26.03, -34.08, 0, 0, -29.77, -49.95, -61.28, -87.71, -106.84
18904, 11.25, 10.00, -39.21, -33.59, 0, 0, -27.30, -59.11, -70.30, -87.53, -106.39
18946, 17.75, 13.00, -36.14, -27.11, 0, 0, -24.55, -51.19, -63.00, -87.29, -105.70
18989, 10.25, 14.00, -34.96, -39.61, 0, 0, -26.89, -61.32, -72.75, -87.14, -104.73
19032, 10.00, 31.50, -29.09, -99.47, 0, 0, -47.66, -93.40, -102.22, -87.29, -103.44
19074, 10.25, 41.00, -18.98, -96.84, 0, 0, -56.05, -92.16, -101.85, -87.44, -101.85
19117, 10.50, 31.50, -33.91, -97.90, 0, 0, -49.37, -94.49, -102.71, -87.59, -100.00
19160, 10.00, 31.00, -52.61, -98.49, 0, 0, -44.71, -100.78, -104.85, -87.76, -97.95
19202, 11.25, 49.00, -69.33, -97.60, 0, 0, -56.53, -103.49, -105.23, -87.94, -95.78
19246, 12.50, 37.25, -82.51, -97.64, 0, 0, -67.23, -106.43, -107.07, -88.13, -93.57
19288, 10.50, 39.75, -94.36, -97.92, 0, 0, -72.25, -108.70, -107.96, -88.33, -91.42
19331, 41.75, 23.00, -98.03, -99.18, 0, 0, -78.85, -108.18, -107.39, -88.52, -89.42
19374, 47.50, 28.00, -99.57, -98.54, 0, 0, -83.92, -108.61, -107.94, -88.71, -87.66
19416, 41.50, 23.25, -97.42, -98.68, 0, 0, -87.83, -107.32, -107.34, -88.90, -86.22
19459, 10.00, 49.25, -98.36, -98.02, 0, 0, -88.77, -107.97, -107.66, -89.09, -85.17
19501, 31.50, 14.25, -96.38, -98.92, 0, 0, -91.90, -107.76, -106.96, -89.27, -84.54
19544, 10.00, 32.50, -97.59, -97.94, 0, 0, -91.28, -107.45, -107.16, -89.45, -84.37
19607, 10.25, 41.25, -98.48, -98.09, 0, 0, -92.33, -108.58, -107.85, -89.63, -84.67
19629, 32.50, 43.25, -92.44, -95.48, 0, 0, -93.55, -105.75, -105.06, -89.78, -85.42
19672, 34.75, 47.50, -96.32, -94.68, 0, 0, -92.91, -105.52, -104.86, -89.93, -86.59
19715, 30.25, 44.75, -96.87, -97.42, 0, 0, -91.12, -108.08, -107.95, -90.11, -88.13
19757, 10.75, 15.00, -96.61, -99.79, 0, 0, -93.80, -107.66, -107.51, -90.29, -89.96
19800, 31.50, 35.75, -96.18, -98.05, 0, 0, -93.09, -107.72, -107.15, -90.46, -92.02
19842, 31.00, 40.00, -95.83, -98.09, 0, 0, -92.29, -106.82, -107.19, -90.62, -94.21
19885, 32.00, 25.00, -97.30, -98.60, 0, 0, -92.07, -107.91, -107.69, -90.79, -96.43
19928, 41.50, 10.25, -97.23, -98.18, 0, 0, -91.29, -107.89, -107.35, -90.96, -98.59
19971, 36.50, 40.75, -97.46, -97.84, 0, 0, -89.72, -107.36, -107.21, -91.12, -100.60
20013, 31.50, 10.25, -96.03, -90.31, 0, 0, -86.41, -106.28, -105.46, -91.27, -102.40
20056, 32.00, 10.25, -94.65, -77.77, 0, 0, -86.55, -104.14, -105.10, -91.40, -103.91
20098, 19.25, 14.25, -97.54, -73.17, 0, 0, -71.22, -103.74, -105.85, -91.55, -105.11
20141, 46.75, 10.00, -98.08, -45.16, 0, 0, -64.81, -100.55, -105.13, -91.68, -105.97
20184, 30.00, 10.50, -96.29, -35.24, 0, 0, -70.33, -98.76, -104.25, -91.81, -106.55
20226, 42.25, 10.75, -97.24, -30.02, 0, 0, -73.60, -95.24, -102.90, -91.92, -106.88
20270, 35.00, 10.50, -98.32, -23.72, 0, 0, -62.82, -92.84, -102.16, -92.02, -107.01
20312, 18.00, 10.00, -56.10, -27.34, 0, 0, -48.79, -73.78, -85.59, -91.96, -106.99
20355, 10.50, 17.00, -24.65, -32.91, 0, 0, -36.33, -48.43, -60.07, -91.64, -106.82
20397, 10.00, 16.50, -34.92, -43.01, 0, 0, -28.22, -61.08, -72.04, -91.44, -106.47
20440, 14.50, 10.00, -37.48, -36.04, 0, 0, -28.17, -58.14, -69.14, -91.22, -105.90
20482, 12.00, 10.00, -47.75, -42.33, 0, 0, -28.20, -61.91, -73.02, -91.04, -105.08
20526, 10.00, 14.00, -41.41, -62.91, 0, 0, -33.91, -88.27, -98.74, -91.12, -103.98
20568, 10.25, 21.50, -27.15, -92.73, 0, 0, -45.97, -94.65, -102.56, -91.23, -102.60
20611, 11.00, 38.25, -30.85, -98.72, 0, 0, -54.21, -95.37, -102.32, -91.34, -100.99
20653, 10.00, 46.75, -40.08, -98.86, 0, 0, -42.98, -97.89, -103.24, -91.46, -99.19
20696, 14.75, 48.00, -63.92, -95.31, 0, 0, -44.76, -101.60, -105.26, -91.60, -97.27
20738, 12.75, 32.50, -71.91, -98.64, 0, 0, -57.27, -104.15, -105.82, -91.74, -95.30
20781, 10.25, 48.00, -84.96, -97.52, 0, 0, -65.07, -106.78, -106.75, -91.89, -93.35
20824, 12.75, 49.75, -97.06, -96.28, 0, 0, -74.01, -107.01, -105.77, -92.03, -91.51
20866, 30.50, 21.25, -97.72, -98.43, 0, 0, -80.67, -108.19, -107.04, -92.18, -89.86
20909, 41.25, 34.50, -97.45, -98.77, 0, 0, -85.18, -107.54, -106.77, -92.33, -88.46
20952, 37.50, 20.50, -98.12, -97.86, 0, 0, -89.95, -107.77, -106.99, -92.47, -87.39
